City,BankState,ApprovalFY,NoEmp,NewExist,UrbanRural,RevLineCr,LowDoc,DisbursementGross,BalanceGross,Accept,Franchise,CreateJobBinary,RetainedJobBinary,DisbursementGross_rango,BalanceGross_rango
BARBERTON,OH,2006,0,0,1,0,0,55000.0,0.0,1,0,0,0,Bajo,Sin Saldo
YOUNGSTOWN,OH,2007,0,1,1,0,0,76400.0,0.0,1,0,0,0,Bajo,Sin Saldo
COLUMBUS,OH,1984,25,0,0,0,0,66000.0,0.0,1,0,0,0,Bajo,Sin Saldo
NORWALK,OH,2002,8,0,2,0,1,70050.0,0.0,1,0,0,0,Bajo,Sin Saldo
CAMBRIDGE,IL,1995,1,1,0,0,1,11000.0,0.0,1,0,0,0,Muy bajo,Sin Saldo
DAYTON,OH,2009,3,0,1,1,0,23179.0,0.0,1,0,0,1,Muy bajo,Sin Saldo
GARFIELD HEIGHTS,OH,2003,4,0,1,1,0,35000.0,0.0,1,0,0,1,Muy bajo,Sin Saldo
COLUMBUS,OH,1995,10,0,0,0,0,150000.0,0.0,1,0,0,0,Medio,Sin Saldo
COLUMBUS,OH,2007,3,1,1,1,0,102000.0,0.0,1,0,0,0,Medio,Sin Saldo
DAYTON,OH,1996,42,0,0,0,0,343000.0,0.0,1,0,1,1,Alto,Sin Saldo
CINCINNATI,KY,2005,17,0,2,1,0,234550.0,0.0,1,0,1,1,Alto,Sin Saldo
CLEVELAND,DE,2008,4,1,1,0,0,50000.0,0.0,1,0,1,1,Bajo,Sin Saldo
WESTLAKE,RI,2006,1,0,1,1,0,50000.0,0.0,1,0,0,1,Bajo,Sin Saldo
NORTH ROYALTON,OH,2004,1,0,1,1,0,20392.0,0.0,0,0,0,1,Muy bajo,Sin Saldo
COSHOCTON,OH,1995,17,0,0,0,0,60000.0,0.0,1,0,0,0,Bajo,Sin Saldo
MOUNT VERNON,OH,2010,1,0,2,0,0,125000.0,0.0,1,0,1,1,Medio,Sin Saldo
LANCASTER,OH,1990,7,0,0,0,0,40000.0,0.0,1,0,0,0,Muy bajo,Sin Saldo
NOVELTY,DE,2003,2,1,2,0,0,350000.0,0.0,1,0,0,0,Alto,Sin Saldo
TALLMADGE,OH,2003,15,0,1,1,0,100000.0,0.0,1,0,1,1,Medio,Sin Saldo
GROVEPORT,OH,2008,0,0,1,0,0,25000.0,0.0,1,0,0,0,Muy bajo,Sin Saldo
FAIRFAX,OH,1998,31,0,0,0,0,270000.0,0.0,1,0,1,0,Alto,Sin Saldo
YOUNGSTOWN,OH,2006,1,0,1,0,0,8900.0,0.0,1,0,0,1,Muy bajo,Sin Saldo
COLUMBUS,OH,2004,55,0,1,0,0,1260000.0,0.0,1,0,1,1,Alto,Sin Saldo
BEACHWOOD,RI,2005,2,0,1,0,0,17500.0,0.0,1,0,0,1,Muy bajo,Sin Saldo
NILES,OH,2005,5,0,1,1,0,50000.0,0.0,1,0,1,1,Bajo,Sin Saldo
WARREN,NY,2000,15,0,1,0,0,257500.0,0.0,0,0,0,0,Alto,Sin Saldo
KENSINGTON,OH,2009,0,0,2,0,0,22800.0,0.0,1,0,0,0,Muy bajo,Sin Saldo
COLUMBUS,IL,1998,8,1,0,0,0,179400.0,0.0,1,0,0,0,Medio,Sin Saldo
MARYSVILLE,OH,1997,21,0,0,0,0,391000.0,0.0,1,0,1,1,Alto,Sin Saldo
CLEVELAND,OH,2003,25,0,1,0,0,200000.0,0.0,1,0,0,0,Medio,Sin Saldo
AKRON,DE,1998,23,1,0,0,1,100000.0,0.0,0,0,0,0,Medio,Sin Saldo
CLEVELAND,OH,2003,14,1,1,0,1,150000.0,0.0,1,1,0,0,Medio,Sin Saldo
CLEVELAND,RI,2011,4,0,1,0,0,11000.0,0.0,1,0,1,1,Muy bajo,Sin Saldo
URBANA,OH,2004,16,1,2,1,0,15049.0,0.0,1,0,0,0,Muy bajo,Sin Saldo
CINCINNATI,OH,2010,6,0,1,0,0,115000.0,0.0,1,0,0,1,Medio,Sin Saldo
HUBBARD,OH,1992,2,1,0,0,0,113500.0,0.0,1,0,0,0,Medio,Sin Saldo
WATERVILLE,OH,2005,1,1,2,1,0,10999.0,0.0,1,0,1,0,Muy bajo,Sin Saldo
MAYFIELD HTS,OH,2008,15,1,1,0,0,114000.0,0.0,0,0,1,1,Medio,Sin Saldo
CINCINNATI,VA,2007,7,0,1,0,0,75000.0,0.0,0,0,0,1,Bajo,Sin Saldo
DAYTON,OH,2005,28,0,1,0,0,140000.0,0.0,1,0,1,0,Medio,Sin Saldo
COLUMBUS,OH,1998,18,0,0,0,0,50000.0,0.0,1,0,0,0,Bajo,Sin Saldo
CENTERVILLE,OH,1994,3,0,0,0,0,6528.0,0.0,1,0,0,0,Muy bajo,Sin Saldo
WORTHINGTON,IL,1993,72,0,0,0,0,186000.0,0.0,1,0,0,0,Medio,Sin Saldo
LOVELAND,OH,1995,12,0,0,0,1,54000.0,0.0,1,0,0,0,Bajo,Sin Saldo
COLUMBUS,VA,2005,6,0,1,0,0,100000.0,0.0,1,0,1,1,Medio,Sin Saldo
PATASKALA,IL,2006,1,0,2,1,0,110596.0,0.0,1,0,0,1,Medio,Sin Saldo
CLEVELAND,OH,2009,10,1,1,1,0,1253901.0,0.0,1,0,1,1,Alto,Sin Saldo
NORTHFIELD,RI,2009,2,1,1,0,0,88000.0,0.0,1,0,0,1,Medio,Sin Saldo
CLEVELAND,OH,2007,2,1,1,1,0,77500.0,0.0,1,0,0,1,Bajo,Sin Saldo
DUBLIN,DE,2007,8,1,1,0,0,150000.0,0.0,0,0,1,1,Medio,Sin Saldo
CHOSHOCTON,OH,2002,30,0,2,0,0,2000000.0,0.0,1,0,0,0,Alto,Sin Saldo
COLUMBUS,OH,1990,22,0,0,0,0,565000.0,0.0,1,0,0,0,Alto,Sin Saldo
GREENWICH,OH,2002,1,0,2,0,0,21300.0,0.0,1,0,0,1,Muy bajo,Sin Saldo
YOUNGSTOWN,OH,1986,1,1,0,0,0,34000.0,0.0,0,0,0,0,Muy bajo,Sin Saldo
LUCASVILLE,KY,1998,72,0,0,0,0,575000.0,0.0,1,0,0,0,Alto,Sin Saldo
DUBLIN,OH,2006,1,0,1,0,0,25000.0,0.0,1,0,1,1,Muy bajo,Sin Saldo
AKRON,OH,2000,1,0,1,0,1,55000.0,0.0,1,0,0,0,Bajo,Sin Saldo
DAYTON,OH,2006,40,0,1,1,0,789447.0,0.0,1,0,0,0,Alto,Sin Saldo
AVON,RI,2005,4,0,1,0,0,99998.0,0.0,0,0,1,1,Medio,Sin Saldo
BLUE ASH,IN,2008,3,0,1,1,0,432269.0,0.0,0,0,1,1,Alto,Sin Saldo
LOVELAND,IN,2012,14,0,1,0,0,218732.0,0.0,1,0,1,1,Alto,Sin Saldo
LANCASTER,OH,2004,1,1,1,0,0,178000.0,0.0,1,0,0,1,Medio,Sin Saldo
ELYRIA,IL,2007,4,0,1,0,0,25000.0,0.0,0,0,0,1,Muy bajo,Sin Saldo
CLEVELAND,RI,2009,2,0,1,1,0,38266.0,0.0,1,0,0,1,Muy bajo,Sin Saldo
MT. VERNON,OH,2000,34,0,2,0,0,329000.0,0.0,1,0,1,1,Alto,Sin Saldo
ZANESVILLE,OH,2002,9,0,1,0,0,139000.0,0.0,1,0,1,0,Medio,Sin Saldo
BELLEFONTAINE,OH,2006,2,1,2,1,0,10000.0,0.0,1,0,1,1,Muy bajo,Sin Saldo
MARION,OH,2006,4,0,2,0,0,32000.0,0.0,1,0,1,1,Muy bajo,Sin Saldo
COLUMBUS,OH,2003,15,1,1,0,0,315200.0,0.0,1,0,1,0,Alto,Sin Saldo
HAMILTON,OH,2004,20,0,1,1,0,671318.0,0.0,1,0,1,0,Alto,Sin Saldo
LIMA,OH,2006,1,1,1,0,0,75000.0,0.0,1,0,0,0,Bajo,Sin Saldo
COLUMBUS,OH,2008,0,0,1,1,0,38387.0,0.0,1,0,0,0,Muy bajo,Sin Saldo
OSTRANDER,OH,2007,3,0,2,1,0,53969.0,0.0,1,0,0,0,Bajo,Sin Saldo
AMHERST,OH,2008,10,0,1,1,0,45067.0,0.0,1,0,0,1,Bajo,Sin Saldo
TOLEDO,OH,2008,0,0,1,0,0,143000.0,0.0,1,1,1,0,Medio,Sin Saldo
NILES,CA,2009,1,0,1,0,0,15000.0,0.0,1,0,1,1,Muy bajo,Sin Saldo
KETTERING,OH,2005,5,0,1,0,0,123835.0,0.0,0,0,0,0,Medio,Sin Saldo
ORIENT,OH,2005,5,0,2,1,0,20326.0,0.0,0,0,1,1,Muy bajo,Sin Saldo
BRECKSVILLE,OH,1997,65,0,0,0,0,295000.0,0.0,1,0,0,0,Alto,Sin Saldo
DAYTON,OH,1995,5,0,0,0,1,60000.0,0.0,1,1,0,0,Bajo,Sin Saldo
PATASKALA,OH,1991,8,1,0,0,0,529834.0,0.0,1,0,0,0,Alto,Sin Saldo
MORROW,OH,2005,1,0,2,1,0,27679.0,0.0,1,0,0,1,Muy bajo,Sin Saldo
CINCINNATI,OH,2004,2,1,1,0,1,50000.0,0.0,0,0,0,0,Bajo,Sin Saldo
STRONGSVILLE,OH,2008,27,0,1,1,0,128002.0,0.0,1,0,1,1,Medio,Sin Saldo
CINCINNATI,OH,2001,15,0,1,0,0,308000.0,0.0,1,0,1,0,Alto,Sin Saldo
PIQUA,OH,2006,8,1,1,0,0,75000.0,0.0,1,0,0,1,Bajo,Sin Saldo
COLUMBUS,OH,2001,4,1,1,1,0,20000.0,0.0,1,0,1,1,Muy bajo,Sin Saldo
COLUMBUS,OH,2009,0,0,1,1,0,47500.0,0.0,0,0,0,0,Bajo,Sin Saldo
CINCINNATI,OH,2006,2,0,1,1,0,36333.0,0.0,0,0,0,1,Muy bajo,Sin Saldo
LIMA,OH,2010,120,0,2,0,0,100000.0,0.0,1,0,0,0,Medio,Sin Saldo
CANTON,DE,2005,2,1,1,0,0,90000.0,0.0,1,0,0,1,Medio,Sin Saldo
MEDINA,DE,2006,4,0,1,1,0,45669.0,0.0,0,0,1,1,Bajo,Sin Saldo
BLOOMINGDALE,OH,2004,15,0,2,0,0,200000.0,0.0,1,0,1,1,Medio,Sin Saldo
AKRON,RI,2006,5,0,1,0,0,7000.0,0.0,1,0,0,1,Muy bajo,Sin Saldo
NAPOLEON,OH,1998,1,1,0,0,1,23000.0,0.0,1,0,0,0,Muy bajo,Sin Saldo
WORTHINGTON,DE,2004,17,1,1,0,0,45930.0,0.0,1,0,1,1,Bajo,Sin Saldo
STOW,RI,2007,1,0,1,1,0,32883.0,0.0,0,0,0,1,Muy bajo,Sin Saldo
BEAVERCREEK,DE,2007,2,1,1,1,0,59439.0,0.0,1,0,1,1,Bajo,Sin Saldo
FAIRFIELD,OH,1990,50,1,0,0,0,410000.0,0.0,1,0,0,0,Alto,Sin Saldo
DAYTON,OH,1995,17,0,0,0,0,268000.0,0.0,1,1,0,1,Alto,Sin Saldo
WHITEHOUSE,OH,1999,5,0,0,0,1,125000.0,0.0,0,0,0,0,Medio,Sin Saldo
MOGADORE,OH,2005,3,0,1,0,0,187634.0,0.0,1,0,1,1,Medio,Sin Saldo
COLUMBUS,OH,1995,7,0,0,0,0,79000.0,0.0,1,0,1,1,Bajo,Sin Saldo
PIQUA,IL,2005,4,1,1,1,0,87613.0,0.0,0,0,1,1,Medio,Sin Saldo
WILLOWICK,OH,2006,4,0,1,1,0,139171.0,0.0,1,0,0,1,Medio,Sin Saldo
CHIPPEWA LAKE PARK,IL,1999,4,1,0,0,0,59500.0,0.0,0,0,1,0,Bajo,Sin Saldo
NORTH OLMSTED,RI,2006,9,0,1,0,0,90000.0,0.0,1,1,0,1,Medio,Sin Saldo
LOWELLVILLE,OH,2007,1,0,2,0,0,590000.0,0.0,1,0,1,0,Alto,Sin Saldo
LORAIN,OH,2004,4,0,1,1,0,27753.0,0.0,1,0,0,1,Muy bajo,Sin Saldo
MCDONALD,IL,2004,15,0,1,0,0,245600.0,0.0,1,0,0,1,Alto,Sin Saldo
DAYTON,OH,1998,10,0,0,0,0,74000.0,0.0,1,0,0,0,Bajo,Sin Saldo
FAIRLAWN,OH,2003,30,1,1,0,0,250000.0,0.0,1,0,0,0,Alto,Sin Saldo
TERRACE PARK,OH,2009,1,1,1,1,0,111345.0,0.0,1,0,0,0,Medio,Sin Saldo
SANDUSKY,OH,2003,3,0,1,0,0,20000.0,0.0,1,0,0,1,Muy bajo,Sin Saldo
WAYNESBURG,OH,2001,2,0,2,0,0,72300.0,0.0,1,0,0,1,Bajo,Sin Saldo
WADSWORTH,OH,2005,6,1,1,0,1,80000.0,0.0,1,0,0,0,Bajo,Sin Saldo
COVINGTON,OH,2008,75,0,2,0,0,325000.0,0.0,1,0,1,0,Alto,Sin Saldo
CHESTERLAND,RI,2007,6,0,2,1,0,74530.0,0.0,1,0,0,1,Bajo,Sin Saldo
MASON,OH,2004,5,0,2,0,0,40000.0,0.0,1,0,1,1,Muy bajo,Sin Saldo
OLMSTED FALLS,OH,1996,14,0,0,0,0,157000.0,0.0,1,0,1,0,Medio,Sin Saldo
NASHPORT,OH,2007,6,0,2,0,0,779000.0,0.0,0,0,0,0,Alto,Sin Saldo
WOODLAWN,OH,1985,25,0,0,0,0,338000.0,0.0,1,0,0,0,Alto,Sin Saldo
PARMA,OH,1997,5,1,0,1,0,550000.0,0.0,1,0,0,0,Alto,Sin Saldo
COLUMBUS,OH,1994,8,0,0,0,0,240000.0,0.0,1,0,0,0,Alto,Sin Saldo
CINCINNATI,OH,1994,7,1,0,0,0,235000.0,0.0,1,0,1,0,Alto,Sin Saldo
TOLEDO,OH,2007,2,0,1,1,0,60255.0,0.0,1,0,0,1,Bajo,Sin Saldo
BELMONT,OH,1993,12,0,0,0,0,925000.0,0.0,1,0,0,0,Alto,Sin Saldo
AKRON,OH,2009,29,1,1,0,0,175000.0,0.0,1,0,0,1,Medio,Sin Saldo
PICKERINGTON,OH,2004,2,0,1,0,0,77000.0,0.0,1,0,0,1,Bajo,Sin Saldo
SALEM,IL,2007,3,0,2,1,0,41631.0,0.0,1,0,1,1,Bajo,Sin Saldo
NEW MADISON,OH,2001,10,1,2,0,0,185000.0,0.0,0,0,0,0,Medio,Sin Saldo
YOUNGSTOWN,OH,2005,12,1,1,0,1,138750.0,0.0,1,0,0,0,Medio,Sin Saldo
PATASKALA,OH,1990,23,0,0,0,0,231000.0,0.0,1,0,1,1,Alto,Sin Saldo
NORTHFIELD,OH,2002,1,1,1,0,0,20000.0,0.0,1,0,1,1,Muy bajo,Sin Saldo
TOLEDO,OH,2003,3,0,1,0,1,123750.0,0.0,1,0,0,0,Medio,Sin Saldo
HILLIARD,OH,1994,55,0,0,0,0,285000.0,0.0,1,1,0,0,Alto,Sin Saldo
COLUMBUS,SC,2005,5,0,1,0,0,50000.0,0.0,0,0,1,0,Bajo,Sin Saldo
CINCINNATI,DE,2006,6,0,1,1,0,18000.0,0.0,1,1,0,1,Muy bajo,Sin Saldo
CLEVELAND,RI,2005,3,1,1,1,0,6530.0,0.0,1,0,0,1,Muy bajo,Sin Saldo
COLUMBUS,OH,2000,4,0,1,0,0,525000.0,0.0,1,0,0,0,Alto,Sin Saldo
STRONGSVILLE,OH,1995,1,1,0,0,1,60000.0,0.0,1,0,0,0,Bajo,Sin Saldo
LAKEWOOD,OH,1996,5,1,0,0,0,140000.0,0.0,1,0,0,0,Medio,Sin Saldo
ALLIANCE,IL,2006,20,0,1,0,0,215000.0,0.0,1,0,1,1,Alto,Sin Saldo
BRECKSVILLE,DE,2004,9,0,1,1,0,647250.0,0.0,0,0,1,1,Alto,Sin Saldo
NORTH CANTON,NC,2003,1,0,1,0,0,132700.0,0.0,1,1,0,1,Medio,Sin Saldo
CINCINNATI,OH,2008,7,0,1,0,0,102000.0,0.0,1,0,1,0,Medio,Sin Saldo
COLUMBUS,NY,2007,4,0,1,1,0,50000.0,0.0,0,0,1,1,Bajo,Sin Saldo
LOVELAND,DE,2007,4,1,2,0,0,50000.0,0.0,1,0,1,1,Bajo,Sin Saldo
CLEVELAND,RI,2006,28,0,1,1,0,76339.0,0.0,0,0,0,1,Bajo,Sin Saldo
WOOSTER,OH,2006,1,1,2,0,0,15000.0,0.0,1,0,1,0,Muy bajo,Sin Saldo
STOW,OH,1999,31,0,0,0,0,681000.0,0.0,1,0,1,0,Alto,Sin Saldo
WEST CHESTER,OH,2007,8,0,2,0,0,25000.0,0.0,1,0,0,1,Muy bajo,Sin Saldo
INDEPENDENCE,OH,2007,0,1,1,0,0,40800.0,0.0,1,0,0,0,Bajo,Sin Saldo
WORTHINGTON,OH,1989,4,0,0,0,0,70000.0,0.0,1,0,0,0,Bajo,Sin Saldo
STOW,RI,2005,1,1,1,1,0,30000.0,0.0,1,0,0,1,Muy bajo,Sin Saldo
EASTLAKE,DE,2007,1,0,1,1,0,45335.0,0.0,0,0,0,1,Bajo,Sin Saldo
TOLEDO,OH,1999,60,0,1,1,0,30000.0,0.0,1,0,1,1,Muy bajo,Sin Saldo
WINESBURG,VA,2006,3,0,2,0,0,100000.0,0.0,0,0,1,1,Medio,Sin Saldo
MASON,OH,2006,1,0,2,1,0,69502.0,0.0,1,0,1,1,Bajo,Sin Saldo
REYNOLDSBURG,IL,1997,1,0,0,1,0,100000.0,0.0,1,0,0,0,Medio,Sin Saldo
LIMA,OH,2004,1,0,1,0,1,150000.0,0.0,1,0,0,0,Medio,Sin Saldo
HILLIARD,OH,2011,1,0,1,1,0,25000.0,0.0,1,0,0,0,Muy bajo,Sin Saldo
CINCINNATI,OH,2003,96,0,1,0,0,1333000.0,0.0,1,0,0,0,Alto,Sin Saldo
AKRON,OH,1998,5,0,0,0,1,100000.0,0.0,1,0,0,0,Medio,Sin Saldo
STERLING,RI,2007,3,0,1,1,0,16487.0,0.0,1,0,0,1,Muy bajo,Sin Saldo
AKRON,OH,1984,28,0,0,0,0,222000.0,0.0,1,0,0,0,Alto,Sin Saldo
HUBER HEIGHTS,IL,2000,1,1,1,0,0,27100.0,0.0,1,0,0,1,Muy bajo,Sin Saldo
SOLON,OH,2005,26,0,0,1,0,400000.0,0.0,1,0,0,0,Alto,Sin Saldo
DAYTON,VA,2006,8,0,1,0,0,50000.0,0.0,1,0,1,1,Bajo,Sin Saldo
NORTHWOOD,OH,1992,15,0,0,0,0,390472.0,0.0,1,0,0,0,Alto,Sin Saldo
TOLEDO,OH,2004,9,0,1,0,0,75000.0,0.0,0,0,1,0,Bajo,Sin Saldo
BARBERTON,OH,2005,1,1,1,1,0,114088.0,0.0,1,0,1,0,Medio,Sin Saldo
AUGUSTA,RI,2007,2,0,1,1,0,5000.0,0.0,1,0,0,1,Muy bajo,Sin Saldo
DAYTON,OH,2003,8,0,1,1,0,25000.0,0.0,1,0,0,1,Muy bajo,Sin Saldo
AKRON,OH,1999,20,1,0,0,1,150000.0,0.0,1,0,0,0,Medio,Sin Saldo
DAYTON,OH,2001,5,1,1,1,0,25000.0,0.0,1,0,1,1,Muy bajo,Sin Saldo
MENTOR,OH,1996,3,1,0,0,0,100000.0,0.0,1,1,0,0,Medio,Sin Saldo
ELYRIA,OH,2001,3,1,1,0,1,45000.0,0.0,1,0,0,0,Bajo,Sin Saldo
KENT,RI,2005,3,1,1,0,0,50000.0,0.0,1,0,0,1,Bajo,Sin Saldo
TOLEDO,OH,1995,2,1,0,0,1,29450.0,0.0,1,0,0,0,Muy bajo,Sin Saldo
MOUNT VERNON,OH,2005,5,0,2,0,0,105000.0,0.0,1,0,0,0,Medio,Sin Saldo
CLEVELAND,OH,2002,1,1,1,0,0,243700.0,0.0,1,0,0,0,Alto,Sin Saldo
COLUMBUS,OH,2004,28,0,1,0,0,1100000.0,0.0,1,0,1,1,Alto,Sin Saldo
MASSILLON,IL,2010,20,0,1,1,0,285600.0,0.0,1,0,0,1,Alto,Sin Saldo
MT VERNON,OH,1993,7,0,0,0,0,145000.0,0.0,1,0,0,0,Medio,Sin Saldo
COSHOCTON,OR,2006,1,1,2,0,0,50000.0,0.0,0,0,1,1,Bajo,Sin Saldo
STOW,RI,2005,12,0,1,1,0,5000.0,0.0,1,0,0,1,Muy bajo,Sin Saldo
HOLLAND,RI,2005,4,0,2,1,0,17275.0,0.0,1,0,0,1,Muy bajo,Sin Saldo
PIQUA,OH,2007,1,1,1,0,0,20000.0,0.0,1,0,1,0,Muy bajo,Sin Saldo
REYNOLDSBURG,OH,1990,15,0,0,0,0,215000.0,0.0,1,0,1,1,Alto,Sin Saldo
AKRON,OH,2011,22,0,1,1,0,35607.0,0.0,1,0,0,0,Muy bajo,Sin Saldo
ALLIANCE,IL,2010,7,0,1,1,0,74391.0,0.0,1,0,0,1,Bajo,Sin Saldo
YOUNGSTOWN,OH,1997,2,0,0,0,0,25000.0,0.0,1,0,0,0,Muy bajo,Sin Saldo
PERRY,OH,2000,15,1,1,0,0,150000.0,0.0,1,1,1,0,Medio,Sin Saldo
ALLIANCE,IL,1997,1,1,0,1,0,10500.0,0.0,1,1,0,0,Muy bajo,Sin Saldo
CLEVELAND,OH,1998,3,0,0,0,0,30000.0,0.0,1,0,0,0,Muy bajo,Sin Saldo
SOUTH EUCLID,OH,2005,13,0,1,0,0,53000.0,0.0,1,0,0,1,Bajo,Sin Saldo
MARTINS FERRY,OH,1998,2,1,0,0,1,50000.0,0.0,1,0,0,0,Bajo,Sin Saldo
WESTERVILLE,DE,2003,9,0,1,0,0,190000.0,0.0,1,1,0,1,Medio,Sin Saldo
LAKEWOOD,IL,2004,9,0,1,0,0,197300.0,0.0,1,0,1,1,Medio,Sin Saldo
MANSFIELD,VA,2007,13,0,1,1,0,50049.0,0.0,0,0,1,1,Bajo,Sin Saldo
WADSWORTH,OH,1997,2,0,0,0,0,170800.0,0.0,1,0,0,0,Medio,Sin Saldo
HOLLAND,OH,1995,4,0,0,0,1,100000.0,0.0,1,0,0,0,Medio,Sin Saldo
AKRON,OH,2008,12,0,1,0,0,401000.0,0.0,1,0,1,0,Alto,Sin Saldo
OREGON,OH,1993,2,1,0,0,0,92000.0,0.0,1,0,0,0,Medio,Sin Saldo
NEWPORT,OH,1992,40,0,0,0,0,898000.0,0.0,1,0,0,0,Alto,Sin Saldo
WARREN,OH,1990,495,0,0,0,0,711000.0,0.0,1,0,1,1,Alto,Sin Saldo
YOUNGSTOWN,OH,2008,8,0,1,0,0,68272.0,0.0,0,0,1,1,Bajo,Sin Saldo
CLEVELAND,RI,2005,4,0,1,1,0,18675.0,0.0,1,0,0,1,Muy bajo,Sin Saldo
OTTOVILLE,OH,1994,19,0,0,0,0,280000.0,0.0,1,0,0,0,Alto,Sin Saldo
CANTON,OH,1993,17,0,0,0,0,229000.0,0.0,1,0,1,1,Alto,Sin Saldo
MENTOR,RI,2005,1,0,1,1,0,26794.0,0.0,1,0,0,1,Muy bajo,Sin Saldo
AKRON,OH,1997,1,1,0,0,0,179000.0,0.0,1,0,0,0,Medio,Sin Saldo
DAYTON,OH,2004,23,0,1,0,0,373000.0,0.0,1,0,1,1,Alto,Sin Saldo
WEST CHESTER,OH,2001,2,1,2,0,1,77000.0,0.0,1,0,0,0,Bajo,Sin Saldo
KETTERING,OH,2012,12,0,1,0,0,170000.0,0.0,1,0,1,0,Medio,Sin Saldo
MANSFIELD,OH,2005,1,1,1,0,0,61000.0,0.0,1,0,0,0,Bajo,Sin Saldo
FINDLAY,OH,2000,8,0,1,0,1,130000.0,0.0,1,0,0,0,Medio,Sin Saldo
HOUSTON,IL,1998,2,1,0,1,0,27000.0,0.0,1,0,0,0,Muy bajo,Sin Saldo
WOODMERE,OH,2005,12,0,1,0,0,220000.0,0.0,0,0,0,0,Alto,Sin Saldo
LEXINGTON,OH,2003,10,0,2,0,1,63000.0,0.0,0,0,0,0,Bajo,Sin Saldo
MARYSVILLE,IL,2006,2,1,2,1,0,53157.0,0.0,1,0,0,1,Bajo,Sin Saldo
AMELIA,OH,2007,2,1,2,1,0,64951.0,0.0,1,0,1,1,Bajo,Sin Saldo
COLUMBUS,OH,2010,1,0,1,1,0,49970.0,0.0,1,0,1,1,Bajo,Sin Saldo
KETTERING,OH,2004,2,1,1,0,1,120000.0,0.0,1,1,0,0,Medio,Sin Saldo
POLAND,DE,2005,3,0,2,0,0,144100.0,0.0,0,0,0,0,Medio,Sin Saldo
CINCINNATI,OH,2006,10,1,1,1,0,10000.0,0.0,1,0,1,1,Muy bajo,Sin Saldo
RELYNOLDSBURG,OH,1995,7,0,0,0,1,50000.0,0.0,1,0,0,0,Bajo,Sin Saldo
COLUMBUS,IL,2002,2,0,1,1,0,20000.0,0.0,1,0,0,1,Muy bajo,Sin Saldo
DUBLIN,IL,2008,1,1,1,1,0,59345.0,0.0,1,0,1,1,Bajo,Sin Saldo
COLUMBUS,OH,1997,5,1,0,0,1,94000.0,0.0,1,0,0,0,Medio,Sin Saldo
BAY VILLAGE,OH,2009,1,1,1,1,0,14000.0,0.0,1,0,0,1,Muy bajo,Sin Saldo
STEUBENVILLE,OH,1999,34,0,0,1,0,10000.0,0.0,0,0,0,1,Muy bajo,Sin Saldo
SHAKER HEIGHTS,OH,2004,2,1,1,0,0,18200.0,0.0,1,0,0,1,Muy bajo,Sin Saldo
REYNOLDSBURG,IN,2007,4,0,1,1,0,36982.0,0.0,1,0,1,0,Muy bajo,Sin Saldo
TWINSBURG,OH,2000,1,1,1,1,0,100000.0,0.0,1,0,1,1,Medio,Sin Saldo
WAKEMAN,OH,1993,3,1,0,0,0,275000.0,0.0,1,0,0,0,Alto,Sin Saldo
GROVE CITY,OH,2005,2,0,1,1,0,10000.0,0.0,1,0,0,1,Muy bajo,Sin Saldo
CLEVELAND,OH,1996,9,0,0,0,0,100000.0,0.0,1,0,0,0,Medio,Sin Saldo
GALENA,IL,2007,1,1,2,1,0,60312.0,0.0,1,0,1,1,Bajo,Sin Saldo
CENTERBURG,OH,2010,0,0,1,0,0,9000.0,0.0,1,0,0,0,Muy bajo,Sin Saldo
COLUMBUS,OH,1996,5,0,0,0,1,100000.0,0.0,1,0,0,0,Medio,Sin Saldo
COLUMBUS,OH,1994,57,0,0,0,0,850000.0,0.0,1,0,0,0,Alto,Sin Saldo
TWINSBURG,OH,2007,3,1,1,1,0,20000.0,0.0,0,0,0,1,Muy bajo,Sin Saldo
LOUISVILLE,RI,2006,1,1,2,0,0,17500.0,0.0,1,0,0,1,Muy bajo,Sin Saldo
PARMA,OH,1997,3,0,0,0,0,80000.0,0.0,1,0,0,0,Bajo,Sin Saldo
BRUNSWICK,OH,1995,1,1,0,0,1,15300.0,0.0,1,0,0,0,Muy bajo,Sin Saldo
CLEVELAND,VA,2004,15,0,1,0,0,50000.0,0.0,0,0,1,1,Bajo,Sin Saldo
BLACKLICK,OH,2007,0,0,1,1,0,50762.0,0.0,1,0,0,0,Bajo,Sin Saldo
STRONGSVILLE,RI,2005,1,0,1,0,0,7000.0,0.0,1,0,0,1,Muy bajo,Sin Saldo
TOLEDO,OH,1991,15,1,0,0,0,110000.0,0.0,1,1,0,0,Medio,Sin Saldo
NORTON,OH,2000,6,0,1,1,0,35000.0,0.0,1,0,1,1,Muy bajo,Sin Saldo
CHESTERLAND,RI,2005,1,0,1,1,0,15673.0,0.0,1,0,0,1,Muy bajo,Sin Saldo
ELYRIA,OH,2012,57,1,1,0,0,50000.0,0.0,1,0,0,0,Bajo,Sin Saldo
DAYTON,OH,1999,63,0,1,0,0,1161000.0,0.0,1,0,0,1,Alto,Sin Saldo
DAYTON,OH,2000,3,0,1,1,0,87207.0,0.0,1,0,1,1,Bajo,Sin Saldo
CLEVELAND,OH,1984,12,0,0,0,0,44000.0,0.0,1,0,0,0,Bajo,Sin Saldo
BLUE ASH,OH,1992,31,0,0,0,0,231000.0,0.0,1,0,1,0,Alto,Sin Saldo
